expression_sample,clinical_sample,position,match_type,hash_signature
F2599,GSM2530958,2598,positional,833a3690e3cde96d34f0a07b41eedbb1
F2600,GSM2530959,2599,positional,84c243e201a03fa2c8a69d1fb6508a50
F2601,GSM2530960,2600,positional,e1e2fddb7f9d6b0e401decf1b6e0f7bf
F2602,GSM2530961,2601,positional,3c7962582e3ae875f53187588792a3ef
F2603,GSM2530962,2602,positional,449119122bcf3a7eab75a44f4a14fe06
F2604,GSM2530963,2603,positional,685ba0750b64fd090dc3c932da71dcb2
F2605,GSM2530964,2604,positional,beab0b9b4cf26727d1b0154711b58569
F2606,GSM2530965,2605,positional,b59d3564014ca74d8772f4ec117ec48a
F2607,GSM2530966,2606,positional,8c870e200a0f26de68cba6b25c873e1d
F2608,GSM2530967,2607,positional,852af1373e3f080f5260a3a5a0fe3750
F2609,GSM2530968,2608,positional,d0a43a556859f21f83d38af00b564c8f
F2610,GSM2530969,2609,positional,894a67b6d9ce06ef7d55a774ecf28e74
F2611,GSM2530970,2610,positional,fc5396fa98a0e9316981906c35570831
F2612,GSM2530971,2611,positional,ad65a81606baf1af403c423d0cb56221
F2613,GSM2530972,2612,positional,1f066e2182bfc9e690c32d46f7af5387
F2614,GSM2530973,2613,positional,b98e202192015df70f6aa27c07f5b286
F2615,GSM2530974,2614,positional,9609e4ac999d1c29bfa94574f36a3035
F2616,GSM2530975,2615,positional,d25691bb4ebd430087a20da975c6213a
F2617,GSM2530976,2616,positional,397671a88634604782c98c0703e3c802
F2618,GSM2530977,2617,positional,815ef59744bce14d90f2e401b05dc527
F2619,GSM2530978,2618,positional,c986963756e4b7290008741fd821007a
F2620,GSM2530979,2619,positional,dffc4b5c33871032ae85e852b45de5bb
F2621,GSM2530980,2620,positional,24652d510ee37e9be6ac8795476ed00c
F2622,GSM2530981,2621,positional,0609f433b31a56c6ac77fd913ab28d9e
F2623,GSM2530982,2622,positional,da37c396852494b262c3109499023f83
F2624,GSM2530983,2623,positional,937e192de359b543cebfe7d558194c82
F2625,GSM2530984,2624,positional,d034734afa525a790b879c928cf3b283
F2626,GSM2530985,2625,positional,d521543fe405e2cab01731ba6919de2f
F2627,GSM2530986,2626,positional,ccd27be872d2fa9ac406bbe81bfe8190
F2628,GSM2530987,2627,positional,f3a2e27edc62017b86ed343a176f8dbc
F2629,GSM2530988,2628,positional,e033e5ebc2160b0738c4e6c888508c96
F2630,GSM2530989,2629,positional,924c61ccec9f8ade9ffc5b989017220d
F2631,GSM2530990,2630,positional,9675b4c870771742e47e134e1d677c76
F2632,GSM2530991,2631,positional,4b8cf3efa248ad3c167b28a44a76fffd
F2633,GSM2530992,2632,positional,ce19ebd70e7f16def994e536310f0ad5
F2634,GSM2530993,2633,positional,381861e66ff7c7e615a29db4e21194c0
F2635,GSM2530994,2634,positional,a355b41c85680b17ad6083b67101c263
F2636,GSM2530995,2635,positional,56f2359d44351deccd106dec2cc8f399
F2637,GSM2530996,2636,positional,af26bfef64c765f5201d421a9cd65236
F2638,GSM2530997,2637,positional,ff5f8e8cc04153931a54a3e512f95209
F2639,GSM2530998,2638,positional,6acb0b77841219abb64b14985a343742
F2640,GSM2530999,2639,positional,cd25fd204b4b1e8c4fbb4c03acd98465
F2641,GSM2531000,2640,positional,731f6f46f992c3669ef89442a962c6c5
F2642,GSM2531001,2641,positional,8e6fba94d8d97eecce9076045a82cb94
F2643,GSM2531002,2642,positional,4537c046b644f1b68eae65359285e11b
F2644,GSM2531003,2643,positional,104efb730e1856b0b994b7b8c50db043
F2645,GSM2531004,2644,positional,e706f59334605225fa8d31e944ce543d
F2646,GSM2531005,2645,positional,f01f2567c8943365ff799ff6df7595e9
F2647,GSM2531006,2646,positional,a41339732582d1b3ab6a1a94f3b1eca9
F2648,GSM2531007,2647,positional,525a2a70598c6612f61650f7e244ddc2
F2649,GSM2531008,2648,positional,ac551119f8e24c595d56f159a7d18cc1
F2650,GSM2531009,2649,positional,47d0f6f90783a5f59fff24bfaf3c5127
F2651,GSM2531010,2650,positional,61d85f2a2ecf308843923a992cb8ba9c
F2652,GSM2531011,2651,positional,d0b2dd7c0308fb9725679cf9c069400f
F2653,GSM2531012,2652,positional,b146b2613dac4d17b70bd78ae704f8a6
F2654,GSM2531013,2653,positional,94bbf713d916b6c87ae03205f80d166b
F2655,GSM2531014,2654,positional,8744ab3c5ab529f28a29fb18ad58e64a
F2656,GSM2531015,2655,positional,1e0b9b71dce807f3295fb7cde083cbef
F2657,GSM2531016,2656,positional,621ee66521220b2d0f76b692e32d09e2
F2658,GSM2531017,2657,positional,42d845b7e66a738cacc7b3c2ba04476c
F2659,GSM2531018,2658,positional,71cce674d297f06bd6e93290e73e4717
F2660,GSM2531019,2659,positional,2c66a6598760c3ab5b2a4660eea298cd
F2661,GSM2531020,2660,positional,63a1ce1f238a3d75980e74614b2aed8a
F2662,GSM2531021,2661,positional,2b088c4ad8516ebc8ec8fef58a5281dd
F2663,GSM2531022,2662,positional,37389d6b24a1c40c39d90a4a9964eaa3
F2664,GSM2531023,2663,positional,9b8ca12bd9523821c79aa042c46fd189
F2665,GSM2531024,2664,positional,6518a944290efe544c59fcf12eca685f
F2666,GSM2531025,2665,positional,a70a0d8145e8f7cb80344d0b1a94ad4d
F2667,GSM2531026,2666,positional,65ff8f1d9438492ca5edc67c12711f92
F2668,GSM2531027,2667,positional,5b3f425a9823049206c1b2a95ea87201
F2669,GSM2531028,2668,positional,74421ab58cf71276444d8371b8348fc3
F2670,GSM2531029,2669,positional,4aaaa6ea808750360cd397722e027fb3
F2671,GSM2531030,2670,positional,bf7a450b6cea9c5b2ca667553a3158c7
F2672,GSM2531031,2671,positional,f53075c86defd0154b95aea3a3deafa7
F2673,GSM2531032,2672,positional,5b057490a4a2a5745bf140895fd9e842
F2674,GSM2531033,2673,positional,16334126d1f550b15d438ff6badbd65b
F2675,GSM2531034,2674,positional,aa6037e31b8561125cd9586220f185b3
F2676,GSM2531035,2675,positional,c0ad778ef697b788051a6cc05d8949d8
F2677,GSM2531036,2676,positional,3239d37ba162aa19862f511795055dcb
F2678,GSM2531037,2677,positional,751a15bb1e433037aa1b3afba9e721b1
F2679,GSM2531038,2678,positional,e1f3a53c2993fb2c39c19ea7d2341510
F2680,GSM2531039,2679,positional,fcd4448dddac1363c6a5fa4b063d838e
F2681,GSM2531040,2680,positional,54b38b38bde0251eab42d4820890aec0
F2682,GSM2531041,2681,positional,88a4d41f4da5ffe3229c4af492a61ada
F2683,GSM2531042,2682,positional,420a7466e95ab6d3b96c773087d8ced4
F2684,GSM2531043,2683,positional,58701bfe536eba1edf003f7ef026df75
F2685,GSM2531044,2684,positional,f9196df3f4b0f1f447bad670983011e0
F2686,GSM2531045,2685,positional,a86cbaba8040a177fc8e27b958c9ddee
F2687,GSM2531046,2686,positional,f2da1fc98c072912ae207df7f43412cb
F2688,GSM2531047,2687,positional,aeb14ec9733e9d596104c44eddb39642
F2689,GSM2531048,2688,positional,3225e4da368659bf0a51fa98accb498d
F2690,GSM2531049,2689,positional,3d76154970133076bc0c430a22aed00b
F2691,GSM2531050,2690,positional,1e39174e40c9199b868d9fe6c3192272
F2692,GSM2531051,2691,positional,6563fa601ff1952309f2ede710c22707
F2693,GSM2531052,2692,positional,5f11a451837a82136fa579cb541f74a9
F2694,GSM2531053,2693,positional,e452d47558f6dc70ec4103bdf750c987
F2695,GSM2531054,2694,positional,558026bcee20efbed6227517a83abf42
F2696,GSM2531055,2695,positional,c89179a0f3f1f53d2b6fba93ca0d4320
F2697,GSM2531056,2696,positional,a4f0146809017235a0ec711436754fc5
F2698,GSM2531057,2697,positional,52634bccc0806061b346e3455d24d5df
F2699,GSM2531058,2698,positional,48596336fdd96be4b28ce9319f037fce
F2700,GSM2531059,2699,positional,0e984369799eaf850de926f97193087e
F2701,GSM2531060,2700,positional,83f6dbe4816f90db082ef0ae1ca594ce
F2702,GSM2531061,2701,positional,3d579bb76b0263e86a251151f740e490
F2703,GSM2531062,2702,positional,fa92eeeec899239e21f047e7a861279f
F2704,GSM2531063,2703,positional,febd95270a6aa82deba7d7670d1358c5
F2705,GSM2531064,2704,positional,29ed979ccd7908668099afe04595620b
F2706,GSM2531065,2705,positional,e87def94cc8b04f6212faad6d6b38091
F2707,GSM2531066,2706,positional,114a3fd723051aa48c964707497302a1
F2708,GSM2531067,2707,positional,b6546119abb5073f2675b90ac88fb850
F2709,GSM2531068,2708,positional,719073c70480f99c934ccf69da0c42e9
F2710,GSM2531070,2709,positional,414d03a8604800f8ecaa79dcf8d41293
F2711,GSM2531072,2710,positional,a065bf0c9075ef00cbf80a9c23bc8356
F2712,GSM2531073,2711,positional,55a3f624db9e8881b3c83a9c13d921e4
F2713,GSM2531074,2712,positional,ee2408ab0c28a6922222a572847b340f
F2714,GSM2531075,2713,positional,f0246858254a199053ad92d3a4cee8be
F2715,GSM2531076,2714,positional,33e0255dd4948665caa2f049909da202
F2716,GSM2531078,2715,positional,029665546872e52842b681e0c456187e
F2717,GSM2531079,2716,positional,67fec96675a769146551573c512f566f
F2718,GSM2531080,2717,positional,d2b25baea5a0ea48d89c11e9f2411f3e
F2719,GSM2531081,2718,positional,61c6252e14a74655a784955b936f5cd6
F2720,GSM2531082,2719,positional,f38fa7f1e6b2d8e835807adad375a9cf
F2721,GSM2531083,2720,positional,a55744c0477be3feca206b4dbe6fe34a
F2722,GSM2531084,2721,positional,46830ef0c2ae68ff9bbea8213705a5f3
F2723,GSM2531085,2722,positional,e30d8d7e594ce5a69d04d9c3233eff7c
F2724,GSM2531086,2723,positional,626246166b3074c7a0a7475ecd0a8961
F2725,GSM2531087,2724,positional,864ed5bce03ecdf38c24a68a083264f7
F2726,GSM2531088,2725,positional,ce33a160c1eadd9f630d21d02680c5c3
F2727,GSM2531089,2726,positional,7e3e3559e665c86095dfffeb0d49bb1c
F2728,GSM2531090,2727,positional,3031541ab3478b3a1338316ce52d7418
F2729,GSM2531091,2728,positional,442d6bbefdeae4e36c0baff07b9193de
F2730,GSM2531092,2729,positional,67609d6a0e4f128642a4c5aabc7d68dd
F2731,GSM2531093,2730,positional,c54c421f64dc3b1672c852d8e33bdb9d
F2732,GSM2531094,2731,positional,c3b1d79ba0a381bf700c9670810cfcd1
F2733,GSM2531095,2732,positional,2dca26104e847da38af669bbf7112349
F2734,GSM2531096,2733,positional,eab53020b6a53f8296d1223752b5b49c
F2735,GSM2531097,2734,positional,e466da5bee8b49b0b573641490456240
F2736,GSM2531098,2735,positional,c2f69c85f5f8b228c0ccc35a163795df
F2737,GSM2531099,2736,positional,ce9c7eb396c86a049edd5f89b2aba92c
F2738,GSM2531100,2737,positional,b3419d3dac8c0131294d0a81b522aed8
F2739,GSM2531101,2738,positional,dccab0d2e9e0ca9f73fe678403aa372c
F2740,GSM2531102,2739,positional,89328f5632f39ea48dcbaae8c20b0356
F2741,GSM2531103,2740,positional,842cd918ee601a3ef6f017606e7e60b0
F2742,GSM2531104,2741,positional,5bd49504dba1b42177d9e5f49ae67a48
F2743,GSM2531105,2742,positional,baccf2ebcf1406d5b24e1862d9015054
F2744,GSM2531106,2743,positional,7ba99ab9d9dca33a02854b962e032158
F2745,GSM2531107,2744,positional,602cbba9715c3c522f13f6e3a7bba00f
F2746,GSM2531108,2745,positional,8938bda6194b8592d5bfa1822b82e613
F2747,GSM2531109,2746,positional,e151749e97b0b7117183f132453ffd5b
F2748,GSM2531110,2747,positional,611c7f241be2337e9295ae38fca24237
F2749,GSM2531111,2748,positional,4fdac63e9d1e702cc18fe06de4006515
F2750,GSM2531112,2749,positional,e80cfdda50f0fd44918c3a049351a96b
F2751,GSM2531113,2750,positional,8357ec2d3edc4f5e86c461c362833224
F2752,GSM2531114,2751,positional,ec38cc1ff24fc81494d1117b6abd502e
F2753,GSM2531115,2752,positional,356e62db9e7b93872616e59587c34320
F2754,GSM2531116,2753,positional,75405ae1cd38acf6e7e22987a91935f1
F2755,GSM2531117,2754,positional,9217ddd74b625722ca708c0f00704b60
F2756,GSM2531118,2755,positional,a6e54d0c03b50fd4eb47853486e29fc0
F2757,GSM2531119,2756,positional,296a5ff288c7472002977a8c94cba79f
F2758,GSM2531120,2757,positional,f787a27db67a2e0193942fd5a3c09808
F2759,GSM2531121,2758,positional,22b6c1ed30d58d1c484d72dae6064530
F2760,GSM2531122,2759,positional,4f193ae05073aaccbbeb745dd695169a
F2761,GSM2531123,2760,positional,fe6f44d40773a7b1d503afea51912c16
F2762,GSM2531124,2761,positional,f96e3716f29c73b5c541ea99c2a9718a
F2763,GSM2531125,2762,positional,0edeed603c3a55654da752bc22c4ef1d
F2764,GSM2531126,2763,positional,33d7f8788b1ae9723c80d3bae2a8f41e
F2765,GSM2531127,2764,positional,468fcad48ccf47ca40eb511eaa0226a1
F2766,GSM2531128,2765,positional,6a6dca1eaf055606a7b5f3d5e73fe03f
F2767,GSM2531129,2766,positional,13a2f88cc0148333d791680aa9527516
F2768,GSM2531130,2767,positional,6e3d4693f9bb2e389b85ebe223bf21df
F2769,GSM2531131,2768,positional,678f3801af66674e94cd930dc6489297
F2770,GSM2531132,2769,positional,59421ebfebbf4a5925df61e583352211
F2771,GSM2531133,2770,positional,abf5556280d6fcf45856cb6e00752423
F2772,GSM2531134,2771,positional,6af819bfb8c08433cde5ccf13494ce89
F2773,GSM2531135,2772,positional,e2f0328ca54918b4258def7e37f2b2f2
F2774,GSM2531136,2773,positional,5a83e917db76fd6413275e7154779a7d
F2775,GSM2531137,2774,positional,08c62a5b154297ccfd39e748513ccdeb
F2776,GSM2531138,2775,positional,edb614d434c124689b9e85ecdf0b4876
F2777,GSM2531139,2776,positional,35fa32dc1f97a5d5d0ff8ceb24c67d5a
F2778,GSM2531140,2777,positional,bfd62779a3e6cc07d8ac39ff53f00c16
F2779,GSM2531141,2778,positional,0676c3ee65a32832d1c59334529ba330
F2780,GSM2531142,2779,positional,04d660aaa338945ffef44d52eeff226d
F2781,GSM2531143,2780,positional,ff9e1587d580e033e6656520e4080b49
F2782,GSM2531144,2781,positional,365c9468e9a13b2c374fbfd4cfb27b5f
F2783,GSM2531145,2782,positional,3adb43063d5bf6c52915d0febb924a44
F2784,GSM2531146,2783,positional,f2a841262ddf34d1ee5380d509ffe657
F2785,GSM2531147,2784,positional,3a5bfd16e8e741a0a0df598208a6c617
F2786,GSM2531148,2785,positional,11b6a698dbfa5ae24ccf9211ab1b300e
F2787,GSM2531149,2786,positional,50efc47fd5be38bebab0a99a16942f7d
F2788,GSM2531150,2787,positional,a35aea8ec678ac3f02712b3057fa7a5e
F2789,GSM2531151,2788,positional,9a0b52997a4bb5d6fbf971712f8f31e8
F2790,GSM2531152,2789,positional,61a07238853c6f9fb85d1d4508850ef4
F2791,GSM2531153,2790,positional,30b59125240c2c40c1d41444cef71879
F2792,GSM2531155,2791,positional,e6e899702d8707d9be7c25c050620899
F2793,GSM2531156,2792,positional,e1d9b85f297d979712e2f209c14780c9
F2794,GSM2531159,2793,positional,3ada018d844889e98bb50370a2433f6b
F2795,GSM2531161,2794,positional,9646af01305229194b27379a4b8788ec
F2796,GSM2531162,2795,positional,c48c879fc87c28d0ac2ec647990da0c1
F2797,GSM2531163,2796,positional,4a2210bb9f747f9aa1cc4069d110adbb
F2798,GSM2531164,2797,positional,b39f288f4a2b09f7cc27238c8b323c93
F2799,GSM2531165,2798,positional,8d97c2ad7389ea67ecc67af5b192e2c3
F2800,GSM2531167,2799,positional,ec550d3e5e23c67e222a607a75a1fa1f
F2801,GSM2531168,2800,positional,7ad6437bc3ff4ee74dcc2193cbb06c1e
F2802,GSM2531169,2801,positional,2baeb1b9ae37e21dced3f921cba4b9c3
F2803,GSM2531170,2802,positional,592807430bbf3d9da89d84c5d66e5b26
F2804,GSM2531171,2803,positional,bd9a1a55a629bb0e68024b38775ed905
F2805,GSM2531172,2804,positional,4aa1733215644e205fa7dacf2594257e
F2806,GSM2531173,2805,positional,f679d8e7299aa2822ac5c3eae7fe997a
F2807,GSM2531174,2806,positional,fdaacffc6a09804191e0e76cf4f2ddf9
F2808,GSM2531175,2807,positional,f22c097f5ea6edfad1bb564903895db6
F2809,GSM2531176,2808,positional,af3560b42eafbb38faae50650a623381
F2810,GSM2531177,2809,positional,f77c4384feab36a8f84b0a17de4ea435
F2811,GSM2531178,2810,positional,63fd62a91bfe6dc8d215f2f5e9e474b3
F2812,GSM2531179,2811,positional,15637bb599a6e5ab31cfa1fcc3df4f4a
F2813,GSM2531180,2812,positional,a34943b8842dd1bcee7dac4c3bf80862
F2814,GSM2531181,2813,positional,3d3a506e98eb8638f2c9e771ea4b87f2
F2815,GSM2531182,2814,positional,83e8df4a83e5d02dbe269c54a2500a38
F2816,GSM2531183,2815,positional,ba2919ffefeb6a041f52e58ac05958b1
F2817,GSM2531184,2816,positional,f432de3b4abbdb5c6fbb28d94d22e3de
F2818,GSM2531185,2817,positional,0d4cc29d0d57e5321275461604eb4c3e
F2819,GSM2531186,2818,positional,c4639f2263a3b42e7715a66756b425b5
F2820,GSM2531187,2819,positional,7c4d670acf4c9872de70545e7d7ffaed
F2821,GSM2531188,2820,positional,21ce93a2d4fbba25c512c5db71b78658
F2822,GSM2531189,2821,positional,c81036e5f940487531862979f2aa0433
F2823,GSM2531190,2822,positional,a66582e2c955707fd717006902a52389
F2824,GSM2531191,2823,positional,9155d0b0c30f3b4c896cc57f13283a6a
F2825,GSM2531192,2824,positional,c0a56270e814795f72a9fa07d5258d68
F2826,GSM2531193,2825,positional,d693f6ea4a8a80a6293815f6cabd6a20
F2827,GSM2531194,2826,positional,95188a1f9b7b64d2c8e149ad02ea6c71
F2828,GSM2531195,2827,positional,03001cf43230e4108f4e2846a1a93182
F2829,GSM2531196,2828,positional,e27517d8686241ac0e4f3cb3c13519ad
F2830,GSM2531197,2829,positional,2adac394a701409a946b0ad4300829ec
F2831,GSM2531198,2830,positional,49b757b25da9f99324f81d83cb728dfb
F2832,GSM2531199,2831,positional,7ce18f6e80a34e00eb8720d89fe80caf
F2833,GSM2531200,2832,positional,b3ed61298babcd36bb5d7c7622c429f0
F2834,GSM2531201,2833,positional,285338e1f46a4baeb4551745855c9fba
F2835,GSM2531202,2834,positional,0914edec4b6598a86edd52b22a6ffdcc
F2836,GSM2531203,2835,positional,4e7dc608545e92a52885eb66db72bf2b
F2837,GSM2531204,2836,positional,50375661cf61bfd5b6aafea150500b84
F2838,GSM2531205,2837,positional,3a932871e8922d76b8afc072af335988
F2839,GSM2531206,2838,positional,bd5ccb82ed3fc5052c142b58c81b0fd7
F2840,GSM2531207,2839,positional,5da3071af66a01eeb2168960d57991a8
F2841,GSM2531208,2840,positional,c5cb86d68301c9dd7204bdaa87bce830
F2842,GSM2531209,2841,positional,fe95d8a30f21280bfef328afa57e134d
F2843,GSM2531210,2842,positional,43d78eba3ee2348e9db939923838f019
F2844,GSM2531211,2843,positional,96ce2cef732a348645bbccec5064194e
F2845,GSM2531212,2844,positional,af742b7679be48a1d8f6bb3387738518
F2846,GSM2531213,2845,positional,9e3756f7254a1fdfccf6a2442d4b1147
F2847,GSM2531214,2846,positional,02af17ec7e5e68450f8ad90fdf14b5ca
F2848,GSM2531215,2847,positional,f25d6c025fd6062b26c73a0c48daeb63
F2849,GSM2531216,2848,positional,d82ecb5c75ad64b28b14e796903fc191
F2850,GSM2531217,2849,positional,12fab00f83066c3354c8760407597ecf
F2851,GSM2531218,2850,positional,061c3f10dbde6fdffe0e635c619d7e36
F2852,GSM2531219,2851,positional,47553f72bd8b83abfe931976e02fd503
F2853,GSM2531220,2852,positional,0dfc97ebf2a7456cd61a72e41b68d051
F2854,GSM2531221,2853,positional,a7e096d83db0a162b48012d7d6da7a11
F2855,GSM2531222,2854,positional,6a4f35fc20679355630ae4fb3580879a
F2856,GSM2531223,2855,positional,a8d5bc21022732f35962b079aa490a65
F2857,GSM2531224,2856,positional,9f472d132a1c7f35419f702bd4ccfc1c
F2858,GSM2531225,2857,positional,8c9741767f35e9141be0d70d3521e81f
F2859,GSM2531226,2858,positional,8919e2112d29800867c60fe02e4d4242
F2860,GSM2531227,2859,positional,0ca8cec989512ed5c374656e68e39ea6
F2861,GSM2531228,2860,positional,219b54230437e6869b6e70fffd33e27d
F2862,GSM2531229,2861,positional,cf4efe979f16ad452ea21e3f985037ef
F2863,GSM2531230,2862,positional,8b84e5c4a82f06ca62ab3251fb514075
F2864,GSM2531231,2863,positional,d0abfcd080b000b60b2873b6bda4fe13
F2865,GSM2531232,2864,positional,93afdb554eaf7951e014f7b8ea8fe3bd
F2866,GSM2531233,2865,positional,aaccca5c24820b454b7cee428bbb33f2
F2867,GSM2531234,2866,positional,1c341ee98a920d264e0785d23a99f7a3
F2868,GSM2531235,2867,positional,d5f1c9f94c4bf040de799fd0a5447e66
F2869,GSM2531236,2868,positional,3c3aa8ad153d76b31c8a38e5f7cba98d
F2870,GSM2531237,2869,positional,970a9f195632a635871914503ae735b6
F2871,GSM2531238,2870,positional,7840069407273c1df0888a7d37c72301
F2872,GSM2531239,2871,positional,b5032dda3400d5556911901d3b7611fc
F2873,GSM2531240,2872,positional,3931070c6cec5a3d14da3c80d8d3f9ce
F2874,GSM2531241,2873,positional,d0be20defcf2f616c2823eaddf0eac49
F2875,GSM2531243,2874,positional,508d9f2c2fb4b6d61fbd3c8b30da7da8
F2876,GSM2531244,2875,positional,717be596af2c0fb3024112912216b840
F2877,GSM2531245,2876,positional,9f0f801a07fd4e9e79263328a25d025c
F2878,GSM2531246,2877,positional,5e2494bdef0c461544f2333fe217ff2f
F2879,GSM2531247,2878,positional,61d7be228efa5c126a35cc106d4197fa
F2880,GSM2531248,2879,positional,f8f0d8ddabcbed23813e036a69be772d
F2881,GSM2531250,2880,positional,30f93708ba5a617a0d9e1d1983891ee6
F2882,GSM2531256,2881,positional,92890650ca13e4c558ed2e00a5fba038
F2883,GSM2531257,2882,positional,630bdeb274afac2d47690886c4a16122
F2884,GSM2531258,2883,positional,a4f63833bf34b2562f497b2f52dade43
F2885,GSM2531259,2884,positional,97201298f16ad8f2459bb3970f146b25
F2886,GSM2531260,2885,positional,238c41f1219530c2e8f5b99e888bc5e2
F2887,GSM2531261,2886,positional,cb9ab0d9130dcfde663bc022b251fdf4
F2888,GSM2531262,2887,positional,9879001314527174c7eadf4de87fec47
F2889,GSM2531263,2888,positional,5136f5f8d179116a2fb066a1427b83ca
F2890,GSM2531265,2889,positional,7bd91b238bcd335763e79b6c24c34dc6
F2891,GSM2531266,2890,positional,b0908a0374a70fb4b67723acef5271c6
F2892,GSM2531267,2891,positional,d9af71dcab80b65a04f0412acb7fe1b1
F2893,GSM2531268,2892,positional,21f99a1891a5ead9f2cabe2b9253d5af
F2894,GSM2531269,2893,positional,ae61d0e62ea1353c459f2b9f9bab0961
F2895,GSM2531270,2894,positional,cff8b05b17360654f68e4025f35fbc0e
F2896,GSM2531271,2895,positional,ee4a878d48196e5978cb477096fbe442
F2897,GSM2531272,2896,positional,e1b01f36ccb9edaa9a4d524f303a32fa
F2898,GSM2531273,2897,positional,62e60dfff4ed78d1b476fceb840d14bf
F2899,GSM2531275,2898,positional,642ea3e827043eae9d3148d1dfa906ca
F2900,GSM2531276,2899,positional,44aaa6594dc8970e6008eef24d76ab1c
F2901,GSM2531277,2900,positional,e1072a3ce8f8a1f077fd70db813c2f69
F2902,GSM2531278,2901,positional,e9929b343f562c609c4758e5e85dd68f
F2903,GSM2531279,2902,positional,06a3e66294dd0754d69c2c5d15bee9c2
F2904,GSM2531280,2903,positional,7779cbba80f49651ba7ef2693f96e377
F2905,GSM2531281,2904,positional,240c8024b7e67b2b3dc2ff6f7f79a1aa
F2906,GSM2531282,2905,positional,e548a4e3f87a231d434929e8e3e1548e
F2907,GSM2531283,2906,positional,355a390d2c34fbbc5cdec9401f1b339a
F2908,GSM2531284,2907,positional,fdc42151e5dc7cf0cd0bbf015867a60d
F2909,GSM2531285,2908,positional,92a5ac23ec844f12986214eb47fd0c6d
F2910,GSM2531286,2909,positional,212e5e6e808ae6b57ad8ebae79c32538
F2911,GSM2531287,2910,positional,54085c909a6639502d746c69f2434364
F2912,GSM2531288,2911,positional,93172c70db043094eeaae121808f7f73
F2913,GSM2531289,2912,positional,1e745672ca3bae9c01d954702d9b80d3
F2914,GSM2531290,2913,positional,b7d9bb17d728e3ace4d01a02ef55a246
F2915,GSM2531291,2914,positional,5f6ef821ec1361f7bd5bef5e30f648a8
F2916,GSM2531292,2915,positional,25d131fe8ada93e7daab812a3b47d014
F2917,GSM2531293,2916,positional,4e0d94340d29781d382bcebd9bbb13fb
F2918,GSM2531294,2917,positional,5ee6d768144efaa6d9ce18fd53dcfb98
F2919,GSM2531295,2918,positional,11c0f3413d9d33647073a3fb7f6cc860
F2920,GSM2531296,2919,positional,64e7273d7fdc6200caecc8c15e906218
F2921,GSM2531297,2920,positional,d539f6d1441491f61850e0ce73282811
F2922,GSM2531298,2921,positional,5046f43c3bed818ac2409ec0fcc55275
F2923,GSM2531299,2922,positional,e102a9d0072778a6149f62fc3bdcb9df
F2924,GSM2531300,2923,positional,64bddd55215866da9808b7a04ae99745
F2925,GSM2531301,2924,positional,54bf259ebdf2ad20e17f6e4255801793
F2926,GSM2531302,2925,positional,370c1cc2a92cd5343586190d138e9f7c
F2927,GSM2531303,2926,positional,2ce96ab46d4d49de14de3c5bba248f1c
F2928,GSM2531304,2927,positional,679f55daa167944bc8be480f8e99afa0
F2929,GSM2531305,2928,positional,cefa5330cac434156ff7a4258819f79b
F2930,GSM2531306,2929,positional,ce45a15a90e523713b6e814ee4af8233
F2931,GSM2531307,2930,positional,7da95f3728ee3e32853354a57d6d08b1
F2932,GSM2531308,2931,positional,62bf726182620ac672d0471d245d8b86
F2933,GSM2531309,2932,positional,b752550ad10936baada86de8b294315d
F2934,GSM2531311,2933,positional,91f9fc8896a9cdcc9ad69d975588ae2e
F2935,GSM2531312,2934,positional,454c0215febd08544ea30387aeeccf34
F2936,GSM2531313,2935,positional,c06578601ae9d1074e0d3dc4db7d5f53
F2937,GSM2531314,2936,positional,62603ce14f00bc1599ea792fa37d819c
F2938,GSM2531315,2937,positional,fca58c709f59a68a3d197b7394f348c6
F2939,GSM2531316,2938,positional,687adbe091a866a5a81deb96c10cc51a
F2940,GSM2531317,2939,positional,2e878d10ffdad9777a02fe5aa93a930c
F2941,GSM2531319,2940,positional,522c31b133faeec6dd610f3448264a1f
F2942,GSM2531320,2941,positional,609a1698643c86aae2702e004bdf9b80
F2943,GSM2531321,2942,positional,6b04c7e7d985151a003bc95c333ad37b
F2944,GSM2531322,2943,positional,d0dbf0d0ddeeb738948925e93bc860ec
F2945,GSM2531324,2944,positional,ec62876463fc0c2edb578935aa855d36
F2946,GSM2531325,2945,positional,3c110d238eb57bfdf2ecd95301bfd35d
F2947,GSM2531326,2946,positional,8b7dc0f3c35b24c9ed3a10ef3765b074
F2948,GSM2531327,2947,positional,06dbba2fc0e1207648fb193a11837525
F2949,GSM2531328,2948,positional,a24674e1bea9219a550285616abd16e4
F2950,GSM2531329,2949,positional,9791c0353df599855b63425efc38f764
F2951,GSM2531330,2950,positional,ecef1e7f2275124bb7755f2fd8f77523
F2952,GSM2531331,2951,positional,9e1538bc15fa41f409fbed5bc0c32e7b
F2953,GSM2531332,2952,positional,6f4fe114e5d1bb85e6a036020e8fe734
F2954,GSM2531333,2953,positional,063c10e42056217cacd3934eb323f6ad
F2955,GSM2531334,2954,positional,764db93d79ab916bdb5e172b7320c871
F2956,GSM2531335,2955,positional,5e16a5f9b2472e65ba58d487dfc463bc
F2957,GSM2531336,2956,positional,7f07230c39bef8d7a2165088d953814c
F2958,GSM2531337,2957,positional,e2f428f4fb4ae0b89dce3caf42ca5250
F2959,GSM2531338,2958,positional,7d43273f2fe994c3c0bf514685453edb
